149,와~이런 기사 읽으면~~ㅠ판사 얼굴 보고싶다 지딸이 죽어도 4년 판결 내릴거냐고 묻고싶다 개떡같은 법~제발 법을 강하게 바꾸자~이런 말도 안되는 현실에서 살아가는 국민들 불쌍하다~
150,허걱 4년?????..얼굴공개도 안 하고 어느 누군가 또 죽게 생겼네.. 사람 죽이고 4년이라면 진짜 죽이고 싶은 사람있음 해볼만하겠네..
151,4년? ㅋㅋㅋ 게다가 그전에도 여친 폭행해서 신고된적 있는데 상습 폭행인데 저런 쓰레기가 왜 4년? 이러니 가정폭력 데이트 폭력 폭력을 그럴수도 있는걸로 치부하는거 아니야? 죽을줄은 몰랐다고 그러겠지? 사람 때리면 죽는다 총칼 있어야만 죽냐고 때리면 죽는거 다들 알고 저놈도 알아요 판검사놈들아
152,"고의든 아니든 , 만취상태건 맨정신이건 결론은 살인아닌가?? 사람 죽여놓고 4년이 말이되냐?? 이러니깐 유사범죄가 자꾸 생기는거다"
153,사람을 죽여도 4년?ㅋㅋ심신미약으로 어찌 사람을 죽였을까나
154,심신미약은 그냥 사형으로 하자! 오히려 맨정신이라고 주장하겠지! ㅋㅋ
155,그놈의 심신미약..징그럽다 이나라법
156,진짜 너무한다 4년? 국민들에게 고구마를 맥이는구나 형량 높여 달라고 촛불시위라도 해야 하는건지판사님들 대체 왜 그러세요 죄짓고 흉악범죄 저질러도 된다하시죠 차라리맘에 안들면 사람죽이는 세상 사람들이 점점 흉악해지라고 법이 개차반이구나
157,판사들이 범죄를 더 만든다. 심신미약이면 모든게 선처되는 대한민국 법 클라스~
158,조현병만 있으면 사람을 어떻게죽이든 감형되네??4년? 먼저 병원경력만들어놓고 죽이면. 다 인정받을수있는나라가 한국인가?법이 더러워서 살기ㅤㅅㅣㄽ은 한국이다
159,판사가 소시오패스 아닌가 의심된다
160,나도 싸울때 꼭 술먹고 싸울거야 잘못되면 심심미약 걸고 가야지 법이 너무너무 관대해 한국에선 때려 ㅤㅈㅠㄱ여도 심심미약으로 감형받아 죽는놈만 억울하지
162,심신미약 4년...여자목숨이 파리 목숨같은 대한민국이구나
163,역시 한국이다! 미리미리 조현병으로 병원한번 다녀서 전력만들어놓자! 나중에라도 미운놈 죽이고싶어 실천할거면 죽이고 술까지 마셔두면 금상첨화고!
164,판사들은 공감장애가 확실함1년에 1번씩 최면술이나 영상같은걸로 피해자 간접체험 해봤으면 좋겠음 허군날 앉아서 죽어나가는사람들 말/글로만 접하니까 사람 목숨이 귀한지 모르는것같다 사람 목숨이 죽음이 무딘가봐.
165,"일단 기본 형량부터 올리고, 술 마시고 사고치면 더 가중처벌해라 심신미약 이딴말 지껄이지말고.."
166,어떤 판사인지도 이제는 실명으로 기사내라. 4년은 진짜 미친판결이다. 심신미약은 개뿔. 때린것 자체도 범죄인데 죽였는데 겨우 4년???
167,ㄴㅐ가 부모면 나도 배때려죽이고 4년 살고 정신감정받고 감면받을련다.
168,박이규판사 딸이맞아죽었어도 4년일까? 내딸이면A씨를 죽여버리고 정신없는상태라고하겠다
169,아니 술을 처.마신 건 본인의 의지인데 왜 음주상태를 심신미약 상태로 인정해주냐고...과도한 음주문화를 권장하는 건가?
170,술먹고 죄 지르면 더 형량 줘야됩니다!!!사람 죽여놓고4년이라니 말도 안됩니다
171,남자로 살기 편하다 진짜 ㅎ 현타오네 사람 죽여도 이것저것 붙이면 4년..ㅋ 더 줄일수도 있겠네
172,여친 죽여도 술마시면 4년이구나. 참나~판사 정신상태가 궁금하다 니여동생이나 누나 아님 딸이 그래도. 술먹은거니 4년 줄거냐. 미친판사야
173,처벌 강화 청원 해야되지 않습니까??
174,심신미약이 울나라에선 최고네
175,국가가 남녀를 싸우게만듭니다 우린싸우지맙시다... 폭력범 전치2주이상 20년 3주 30년 4주40년 집단폭행 러시아 수용소로 수출 그리고 성폭행 거세후 태형 성추행 거세후 무기징역 정치범 총살 거짓누명씌우면 안구없애고 속가락 발가락 혓바닥자르고 무기징역 이정도하면 살기좋은 한국됩니다
